"ds_evento","cd_movimento","cd_evento","ind_fluxo_ri","cd_tipo_complemento","ds_valor_complemento"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 08:32:00, Dra.Maristela Íris da Silva Malheiros"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 08:32:00, ED - Dra. Maristela Íris da Silva Malheiros"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 08:33:00, Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 08:33:00, ED - Dr. Helder Vasconcelos Guimarães"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 08:33:00, ED - Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 08:34:00, Dr, Hélder Vasconcelos Guimarães"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 08:40:00, Ministério Público do Trabalho"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:01:00, Remanescentes Dra. Maria Laura"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:05:00, Maria Laura Franco Lima de Faria"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:10:00, Taísa Mª Macena de Lima"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:15:00, Rosemary  O. Pires"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:20:00, Paulo Maurício R. Pires"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:25:00, Juiz Alexandre Wagner de Morais Albuquerque"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:26:00, EMBARGOS DRA. TAÍSA"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:27:00, Embargos Dr. Paulo"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:28:00, Embargos Dra. Maria Laura"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 09:28:00, Embargos Dra. Rosemary"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:01:00, LRNK"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:01:00, Plenário 2 - Des. José M. de Morais - Extrapauta"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:01:00, Plenário 2  Des. José Murilo de Morais"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:02:00, Penário 2 Des. Anemar Pereira Amaral - Extrapauta"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:02:00, Plenário 2 Des. Anemar Pereira Amaral"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:03:00, MBS"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:03:00, Plenário 2 Des. César Machado"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:03:00, Plenário 2 - Des. César Machado - Extrapauta"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:04:00, JCFA (JBC)"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:04:00, Plenário 2 Des. Jorge Berg de Mendonça"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:04:00, Plenário 2 - Des. Jorge Berg - Extrapauta"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:05:00, MPT"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:05:00, Plenário 2 Juíza Gisele C.V.D. Macedo - Extra"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:06:00, EMBARGOS DE DECLARAÇÃO"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:07:00, Remanescentes (adiados)"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2018, 14:09:00, Mauro César Silva (OTBG)"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 08:30:00, PLENÁRIO 1 -  08:30h"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 08:31:00, PLENÁRIO 1 - 08:31h"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 08:32:00, PLENÁRIO 1 - 08:32h"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 08:33:00, PLENÁRIO 1 - 08.33h"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 08:34:00, PLENÁRIO 1 - 08.34h"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 08:40:00, Des. Ricardo Antônio Mohallem"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 08:45:00, Des. Ricardo Antônio Mohallem (ADIADOS)"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 08:50:00, Des. Maria Stela Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 09:00:00, Des. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 09:05:00, Des. Rodrigo Ribeiro Bueno (MPT)"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 09:10:00, Juiz Convocado Alexandre Wagner de M. Albuquerque"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 09:20:00, ED - Des. Ricardo Antônio Mohallem"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 09:24:00, ED - Des. Maria Stela Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 09:26:00, ED - Des. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 09:28:00, ED - Juiz Alexandre Wagner de M. Albuquerque"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 13:30:00, Relatora: Desa. Maria Lúcia Cardoso Magalhães"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 13:31:00, Des. Maria Lúcia Cardoso de Magalhães - ED"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 13:32:00, Relatora: Desa. Paula Oliveira Cantelli"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 13:33:00, Des. Paula Oliveira Cantelli - ED"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 13:34:00, Juíza Convocada Maria Raquel Ferraz Z. Valentim"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 13:35:00, Dra. Maria Raquel Ferraz Zagari Valentim - ED"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 13:36:00, Relatora: Dra. Maria Cristina Diniz Caixeta"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 13:37:00, Juíza Convocada Maria Cristina Diniz Caixeta - ED"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 13:39:00, Dra. Maria Raquel Ferraz Zagari Valentim ED MPT"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, embargos des. Boson"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, Plenário 1 - adiados"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, Plenário 1 - Des. Boson"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, Plenário 1 embargos"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, Plenário 1 embargos 2"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, Plenário 1 embargos 3"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, Plenário 1 - JC Danilo"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, Plenário 1 - JC Delane"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, Plenário 1 - JC Vitor"
Inclusão em Pauta,"417",IP,S,5006,"12/06/2019, 14:00:00, Plenário 1 - ministério público"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 09:30:00, Dr. Sebastião Geraldo de Oliveira"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 09:30:00, Gab. Des. João Bosco Pinto Lara"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 09:33:00, Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 09:36:00, Dr. Antônio Gomes de Vasconcelos"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 09:39:00, Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 09:42:00, Dra.Maristela Íris da Silva Malheiros"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 09:45:00, Gab. Des. Maria Stela Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 10:00:00, Gab. Des. Maria Laura F.L. de Faria (Convocado)"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 10:15:00, Gab. Des. Mônica Sette Lopes (Convocado)"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 10:30:00, ED - Gab. Des. JOÃO BOSCO"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 10:32:00, ED - Gab. Des. MARIA STELA"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 10:34:00, ED - Gab. Des. MARIA LAURA (CONVOCADO)"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 10:36:00, ED - Gab. Des. MÔNICA SETTE (CONVOCADO)"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:15:00, Turma Descentralizada 13:15"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:16:00, Turma Descentralizada 13:16"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:30:00, PL 01 13:30"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:30:00, Plenário 2 - Des. Anemar Pereira Amaral"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:30:00, Plenário 2 - Des. Jorge Berg de Mendonça"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:30:00, Plenário 2 - Des. José Murilo de Morais"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:30:00, Plenário 2 - Des. Rogério Valle Ferreira"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:31:00, PL 01 13:31"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:32:00, PL 01 13:32"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2016, 13:33:00, PL 01 13:33"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:00:00, Plenário 1 - 09:00 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:01:00, Plenário 1 9:01 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:02:00, Plenário 1 09:02 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:03:00, plenario 1 09:03 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:04:00, Plenário 1 09:04 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:05:00, Taísa Mª Macena de Lima"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:06:00, Plenário 1 9:06 Av. Getúlio Vargas, 225 10º"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:10:00, Paulo Maurício R. Pires"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:15:00, JUIZ DELANE MARCOLINO FERREIRA"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:16:00, 11ª Turma - AGSO"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:17:00, 11ª  Turma - JVC"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:18:00, 11ª Turma - MAPC"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:20:00, ED AGSO 09:20"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:20:00, Juiz Mauro Cesar Silva"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:21:00, ED  JVC 09:21"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 09:22:00, ED MAPC 09:22"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 13:00:00, Relatora: Desa. Maria Lúcia Cardoso Magalhães"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 13:08:00, Dr. Carlos Roberto Barbosa"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 13:11:00, Relator: Des. Paulo Chaves Corrêa Filho"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 13:15:00, Relatora: Desa. Paula Oliveira Cantelli"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 13:16:00, Relatora: Desa. Paula Oliveira Cantelli"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 13:20:00, Relatora: Dra. Maria Cristina Diniz Caixeta"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 14:00:00, Plenário 1 - Des. Emília"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 14:00:00, Plenário 1 - Des. Milton"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 14:00:00, Plenário 1 - JC Danilo"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 14:00:00, Plenário 1 - JC Frederico"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 14:00:00, Plenário 1 - JC João Alberto"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 14:00:00, Plenário 1 - JC Vitor"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 14:00:00, Plenário 1 - Lupa cinza"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2017, 14:00:00, Plenário 1 - ministério público"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 09:30:00, Rel: Desa. Cristiana Maria Valadares Fenelon"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 09:30:00, Rel:Des. Cristiana Maria V Fenelon (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 09:30:00, Rel.: Des. Fernando Antônio Viégas Peixoto"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 09:30:00, Rel:Des. Fernando Antônio V Peixoto (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 09:30:00, Rel: Des. Paulo Roberto de Castro"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 09:30:00, Rel: Juíza convocada Sabrina de Faria F. Leão"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 09:30:00, Rel:Juíza conv Sabrina FF Leão (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 09:30:00, Rel: Paulo Roberto de Castro (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 14:00:00, Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 14:00:00, PLENÁRIO 1, Av. Getúlio Vargas, 225, 10º andar"
Inclusão em Pauta,"417",IP,S,5006,"12/07/2018, 14:30:00, PLENÁRIO 1, GETÚLIO VARGAS, 225 10º ANDAR"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2014, 09:30:00, Plenário 1 - 10º andar da Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2014, 09:33:00, Plenário 1 - 10º andar da Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2014, 09:36:00, Plenário 1 - 10º andar da Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2014, 09:39:00, Plenário 1 - 10º andar da Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2014, 14:00:00, Plenário 1 10º andar"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2014, 15:00:00, Plenário 2, 8o. andar, Av. Getúlio Vargas, 225"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 10:00:00, Plenário 1 - 10ºandar - Av.Getúlio Vargas"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 13:00:00, Relator: Desembargador Júlio Bernardo do Carmo"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 13:06:00, Dra. Maria Cristina Diniz Caixeta"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 13:11:00, Relatora: Desa. Lucilde D'Ajuda Lyra de Almeida"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 13:16:00, Relator: Des. Paulo Chaves Corrêa Filho"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 13:21:00, Relatora: Dra. Maria Raquel Ferraz Zagari Valentim"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 14:30:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 14:35:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 14:40:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 14:45:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 14:50:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2015, 14:56:00, Plenário 1 Av. Getúlio Vargas 225, 10o. andar,"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, ADIADO Des. José Eduardo R. Chaves Júnior"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, ADIADO: Des. Luiz Otávio Linhares Renault"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, ADIADOS  Des. Emerson José Alves Lage"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, EDs Juiz Eduardo Aurélio Pereira Ferri"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, Embargos Desa. Maria Cecília"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, Embargos Des. Emerson Lage"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, Embargos Des. José Eduardo de R.C. Jr."
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, Embargos Des. Luiz O. Renault"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, Plenário 1 - Des. Emerson José Alves Lage"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, Plenário 1 - Des. José Eduardo de R. Chaves Júnior"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, Plenário 1 - Des. Luiz Otávio Linhares Renault"
Inclusão em Pauta,"417",IP,S,5006,"12/08/2019, 14:00:00, Plenário 1 - Des. Maria Cecília Alves Pinto"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2013, 08:00:00, Plenário 1, Av. Getúlio Vargas, 225, 10o. andar"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2013, 14:00:00, PLENÁRIO 1, Av. Getúlio Vargas, 225, 10º andar"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2016, 14:00:00, Embargos de Declaração"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2016, 14:00:00, Plenário 1 - Des. Emerson José Alves Lage"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2016, 14:00:00, Plenário 1 - Des. José Eduardo de R. Chaves Júnior"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2016, 14:00:00, Plenário 1 - Juiz Vicente de Paula Maciel Júnior"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2016, 14:00:00, Plenário I - Des. Maria Cecília Alves Pinto"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 08:30:00, Dr. Sebastião Geraldo de Oliveira"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 08:33:00, Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 08:42:00, Dr. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 08:45:00, Dra. Olívia Figueiredo Pinto Coelho"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 09:30:00, Gab. Des. Maria Laura Franco Lima de Faria"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 09:40:00, Gab. Des. João Bosco Pinto Lara"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 09:41:00, Gab. Des. João Bosco Pinto Lara (MPT)"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 09:50:00, Gab. Des. Mônica Sette Lopes"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 09:52:00, Gab. Des. Mônica Sette Lopes (MPT)"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 10:00:00, Gab. Des. Maria Stela Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 10:10:00, ED - Gab. Des. MARIA LAURA"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 10:12:00, ED - Gab. Des. JOÃO BOSCO"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 10:14:00, ED - Gab. Des. MÔNICA SETTE"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 10:16:00, ED - Gab. Des. MARIA STELA"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 14:00:00, MMF"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 14:01:00, MFSV"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 14:01:00, Plenário 2  Des. José Murilo de Morais"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 14:02:00, Plenário 2 Des. Anemar Pereira Amaral"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 14:03:00, MBS"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 14:03:00, Plenário 2 Des. Rogério Valle Ferreira"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 14:04:00, Plenário 2 Juiz Marcelo Furtado Vidal"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2017, 14:05:00, JBBC"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 08:30:00, PLENÁRIO 1 -  08:30h"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 08:31:00, PLENÁRIO 1 - 08:31h"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 08:32:00, PLENÁRIO 1 - 08:32h"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 08:33:00, PLENÁRIO 1 - 08.33h"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 08:34:00, PLENÁRIO 1 - 08.34h"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 09:10:00, Des. Ricardo Antônio Mohallem"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 09:20:00, Des. João Bosco Pinto Lara"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 09:30:00, Des. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 09:40:00, Juiz Convocado Ricardo Marcelo Silva"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 09:50:00, Des. Maria Stela Álvares da Silva Campos (ADIADO)"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 10:00:00, ED - Des. Ricardo Antônio Mohallem"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 10:02:00, ED - Des. João Bosco Pinto Lara"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 10:06:00, ED - Des. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 10:08:00, ED - Juiz Ricardo Marcelo Silva"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 13:00:00, Relatora: Desa. Maria Lúcia Cardoso Magalhães"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 13:01:00, Des. Maria Lúcia Cardoso de Magalhães - ED"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 13:02:00, Relatora: Desa. Denise Alves Horta"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 13:04:00, Relator: Des. Paulo Chaves Corrêa Filho"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 13:05:00, Des. Paulo Chaves Corrêa Filho - ED"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 13:06:00, Relatora: Desa. Paula Oliveira Cantelli"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 13:07:00, Des. Paula Oliveira Cantelli - ED"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 13:10:00, Des. Paulo Chaves Corrêa Filho - MPT"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:00:00, embargos des. Boson"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:00:00, Embargos des. Camilla"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:00:00, embargos des. Milton"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:00:00, Plenário 1 - Des. Boson"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:00:00, Plenário 1 - Des. Camilla"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:00:00, Plenário 1 - Des. Milton"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:00:00, Plenário 1 embargos"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:00:00, Plenário 1 - JC Delane"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:00:00, Plenário 1 - JC Delane 2"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:01:00, 11ª Turma . LAPI"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:02:00, 11ª Turma  . JVC"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:03:00, 11ª Turma . OFPC (Gab. MAPC)"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:04:00, 11ª Turma . ACSFP"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:05:00, ED . LAPI"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:06:00, ED . JVC"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:07:00, ED . OFPC (Gab. MAPC)"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2018, 14:08:00, ED . ACSFP"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2019, 09:30:00, Ministério Público do Trabalho (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2019, 09:30:00, Rel: Desa. Cristiana Maria Valadares Fenelon"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2019, 09:30:00, Rel:Des. Cristiana Maria V Fenelon (ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2019, 09:30:00, Rel: Des. Paulo Roberto de Castro"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2019, 09:30:00, Rel:Juiz convocado Mauro Cesar Silva"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2019, 09:30:00, Rel:Juiz convocado Mauro Cesar Silva(ED e adiados)"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2019, 09:30:00, Rel: Juiz Vicente de Paula M. Júnior"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2019, 09:30:00, Rel: Juiz Vicente de Paula M. Júnior(ED/adiados)"
Inclusão em Pauta,"417",IP,S,5006,"12/09/2019, 09:30:00, Rel: Paulo Roberto de Castro (ED e adiados)"
